#{"t_start": 1746947258.6964107, "env_id": "None"}
r,l,t
1.0,1,21.156578
-1.0,1,21.157342
1.0,1,21.158265
1.0,1,21.158971
1.0,1,21.159672
1.0,1,21.160355
1.0,1,21.161007
1.0,1,21.161712
-1.0,1,21.162396
1.0,1,21.163066
1.0,1,21.163796
1.0,1,21.164464
1.0,1,21.165143
1.0,1,22.102773
1.0,1,22.103623
-1.0,1,22.104333
1.0,1,22.10498
1.0,1,22.105692
1.0,1,22.106358
1.0,1,22.106997
1.0,1,22.10779
1.0,1,22.108561
1.0,1,22.109217
1.0,1,22.109896
1.0,1,22.110583
1.0,1,22.111256
-1.0,1,22.111902
1.0,1,22.112579
1.0,1,22.113258
1.0,1,22.113904
1.0,1,22.114576
1.0,1,22.115244
1.0,1,22.115893
1.0,1,22.116564
-1.0,1,22.117328
1.0,1,22.118023
1.0,1,22.118814
1.0,1,22.119514
-1.0,1,22.120158
1.0,1,22.120825
1.0,1,22.121495
1.0,1,22.122134
1.0,1,22.122801
-1.0,1,22.123474
1.0,1,22.124116
1.0,1,22.124785
1.0,1,22.125475
1.0,1,22.126119
1.0,1,22.126786
1.0,1,22.127569
1.0,1,22.128283
1.0,1,22.128972
1.0,1,22.129642
-1.0,1,22.130307
-1.0,1,22.130948
1.0,1,22.131614
-1.0,1,22.132284
1.0,1,22.132923
1.0,1,22.133591
1.0,1,22.134252
1.0,1,22.134893
1.0,1,22.135557
1.0,1,22.136193
-1.0,1,22.136924
1.0,1,22.137703
1.0,1,22.138511
1.0,1,22.139181
-1.0,1,22.13985
1.0,1,22.140522
1.0,1,22.141163
1.0,1,22.141839
1.0,1,22.142515
1.0,1,22.143153
1.0,1,22.143819
1.0,1,22.144485
-1.0,1,22.145119
1.0,1,22.145785
1.0,1,22.146456
1.0,1,22.147095
1.0,1,22.147859
1.0,1,22.148678
1.0,1,22.149411
1.0,1,22.150095
1.0,1,22.150763
1.0,1,22.151428
1.0,1,22.152062
1.0,1,22.152729
1.0,1,22.153434
1.0,1,22.154077
1.0,1,22.154781
1.0,1,22.155473
1.0,1,22.156108
1.0,1,22.156779
1.0,1,22.157624
1.0,1,22.158412
1.0,1,22.159069
1.0,1,22.159782
1.0,1,22.160458
1.0,1,22.161106
1.0,1,22.161861
1.0,1,22.162618
1.0,1,22.163301
1.0,1,22.163969
1.0,1,22.164742
1.0,1,22.165475
1.0,1,22.166109
1.0,1,22.166837
-1.0,1,22.167645
1.0,1,22.168405
1.0,1,22.169166
1.0,1,22.169937
1.0,1,22.170606
1.0,1,22.171267
1.0,1,22.171946
1.0,1,22.172619
1.0,1,22.173281
1.0,1,22.173918
1.0,1,22.174584
1.0,1,22.175246
1.0,1,22.175885
1.0,1,22.176542
1.0,1,22.177204
1.0,1,22.177939
1.0,1,22.17871
1.0,1,22.179368
1.0,1,22.180004
1.0,1,22.180666
1.0,1,22.181357
1.0,1,22.181997
-1.0,1,22.182668
1.0,1,22.183334
1.0,1,22.183972
1.0,1,22.184648
1.0,1,22.185311
1.0,1,22.185952
1.0,1,22.186623
1.0,1,22.187366
1.0,1,22.188049
1.0,1,22.18883
1.0,1,22.189497
-1.0,1,22.190135
1.0,1,22.190804
1.0,1,22.191473
1.0,1,22.192111
1.0,1,22.192876
1.0,1,22.193544
1.0,1,22.19418
1.0,1,22.194848
1.0,1,22.195519
1.0,1,22.196156
1.0,1,22.196816
1.0,1,22.197659
1.0,1,22.198464
1.0,1,22.199125
1.0,1,22.199784
1.0,1,22.200443
1.0,1,22.201075
-1.0,1,22.20173
1.0,1,22.202387
1.0,1,22.203017
1.0,1,22.203674
1.0,1,22.204329
1.0,1,22.204957
1.0,1,22.20562
1.0,1,22.206277
1.0,1,22.206913
1.0,1,22.207713
1.0,1,22.208476
1.0,1,22.20913
1.0,1,22.209799
1.0,1,22.210469
1.0,1,22.211099
1.0,1,22.211754
1.0,1,22.212437
1.0,1,22.213063
1.0,1,22.213719
1.0,1,22.214382
1.0,1,22.215008
1.0,1,22.215668
1.0,1,22.216329
1.0,1,22.216957
1.0,1,22.217712
1.0,1,22.21846
1.0,1,22.219109
1.0,1,22.219765
1.0,1,22.220423
1.0,1,22.221051
1.0,1,22.221706
1.0,1,22.222368
1.0,1,22.222998
1.0,1,22.223658
1.0,1,22.224319
1.0,1,22.224972
1.0,1,22.225632
1.0,1,22.226288
1.0,1,22.226914
1.0,1,22.227683
1.0,1,22.228414
1.0,1,22.229066
1.0,1,22.229719
1.0,1,22.230376
1.0,1,22.231005
1.0,1,22.231657
-1.0,1,22.232314
1.0,1,22.232939
1.0,1,22.233596
1.0,1,22.234249
1.0,1,22.234881
1.0,1,22.235537
1.0,1,22.236162
1.0,1,22.236856
1.0,1,22.237642
1.0,1,22.238363
1.0,1,22.239024
1.0,1,22.239682
1.0,1,22.240343
1.0,1,22.240975
1.0,1,22.241633
1.0,1,22.242291
-1.0,1,22.242917
1.0,1,22.243622
1.0,1,22.244274
1.0,1,22.244905
1.0,1,22.245566
1.0,1,22.246194
1.0,1,22.246852
1.0,1,22.247645
1.0,1,22.248367
1.0,1,22.249025
1.0,1,22.24968
1.0,1,22.250361
1.0,1,22.250992
1.0,1,22.25167
-1.0,1,22.252331
1.0,1,22.252957
1.0,1,22.253614
1.0,1,22.254263
1.0,1,22.254889
1.0,1,22.25554
1.0,1,22.256163
1.0,1,22.256878
1.0,1,22.257681
-1.0,1,22.258409
1.0,1,22.259072
1.0,1,22.259723
1.0,1,22.260375
1.0,1,22.260999
-1.0,1,22.261648
1.0,1,22.262357
-1.0,1,22.26304
1.0,1,22.263694
1.0,1,22.264396
1.0,1,22.265077
1.0,1,22.265928
1.0,1,22.266593
1.0,1,22.267295
-1.0,1,22.267993
1.0,1,22.268759
1.0,1,22.269416
1.0,1,22.270043
-1.0,1,22.270693
1.0,1,22.271353
1.0,1,22.271974
1.0,1,22.272627
1.0,1,22.273276
1.0,1,22.273894
1.0,1,22.274545
1.0,1,22.27517
1.0,1,22.275825
1.0,1,22.276503
1.0,1,22.277131
1.0,1,22.277875
1.0,1,22.278633
1.0,1,22.279284
1.0,1,22.279909
1.0,1,22.280557
1.0,1,22.281203
1.0,1,22.281852
-1.0,1,22.282536
1.0,1,22.283159
1.0,1,22.28381
1.0,1,22.284484
1.0,1,22.285105
1.0,1,22.285756
1.0,1,22.286411
1.0,1,22.287038
1.0,1,22.287812
1.0,1,22.288585
1.0,1,22.289222
1.0,1,22.289863
1.0,1,22.290517
1.0,1,22.291141
1.0,1,22.291792
1.0,1,22.292446
1.0,1,22.29307
1.0,1,22.293722
1.0,1,22.29438
1.0,1,22.295007
1.0,1,22.295687
1.0,1,22.296384
1.0,1,22.29707
1.0,1,22.29783
1.0,1,22.298592
1.0,1,22.29924
1.0,1,22.299875
1.0,1,22.300528
1.0,1,22.301153
1.0,1,22.301831
1.0,1,22.302513
1.0,1,22.30314
1.0,1,22.303834
1.0,1,22.304495
1.0,1,22.305143
1.0,1,22.305798
1.0,1,22.306478
1.0,1,22.307126
1.0,1,22.307926
1.0,1,22.308724
1.0,1,22.309379
1.0,1,22.310003
1.0,1,22.310669
1.0,1,22.311348
1.0,1,22.311974
1.0,1,22.31263
-1.0,1,22.313285
1.0,1,22.313915
1.0,1,22.31457
1.0,1,22.315225
1.0,1,22.315876
1.0,1,22.316535
1.0,1,22.317192
1.0,1,22.317921
1.0,1,22.318694
1.0,1,22.319354
1.0,1,22.319981
1.0,1,22.320637
-1.0,1,22.321288
1.0,1,22.321918
1.0,1,22.322583
1.0,1,22.323225
1.0,1,22.323874
1.0,1,22.324621
1.0,1,22.325308
1.0,1,22.326021
1.0,1,22.326745
1.0,1,22.327559
1.0,1,22.328249
1.0,1,22.32895
1.0,1,22.329613
-1.0,1,22.330262
1.0,1,22.33089
-1.0,1,22.331543
1.0,1,22.33217
1.0,1,22.332825
1.0,1,22.333486
1.0,1,22.334112
1.0,1,22.334768
1.0,1,22.335431
1.0,1,22.336053
1.0,1,22.336707
1.0,1,22.337444
1.0,1,22.338096
-1.0,1,22.338855
1.0,1,22.339517
1.0,1,22.340142
1.0,1,22.340794
1.0,1,22.341453
1.0,1,22.342079
1.0,1,22.342742
1.0,1,22.343399
1.0,1,22.344025
1.0,1,22.344672
1.0,1,22.345359
1.0,1,22.346051
1.0,1,22.3467
1.0,1,22.347442
1.0,1,22.348101
1.0,1,22.34887
1.0,1,22.349522
1.0,1,22.350144
1.0,1,22.350799
1.0,1,22.351453
1.0,1,22.352102
1.0,1,22.352813
1.0,1,22.353522
1.0,1,22.354151
1.0,1,22.354802
1.0,1,22.355531
1.0,1,22.356171
1.0,1,22.356828
1.0,1,22.357679
1.0,1,22.358644
1.0,1,22.359312
1.0,1,22.359941
1.0,1,22.360597
1.0,1,22.36128
1.0,1,22.361903
1.0,1,22.362613
1.0,1,22.363333
1.0,1,22.364047
1.0,1,22.364716
1.0,1,22.365373
-1.0,1,22.366001
-1.0,1,22.366703
1.0,1,22.367512
1.0,1,22.368269
1.0,1,22.36897
1.0,1,22.369633
1.0,1,22.370284
1.0,1,22.370907
1.0,1,22.371583
1.0,1,22.372219
1.0,1,22.372866
1.0,1,22.373522
1.0,1,22.374735
1.0,1,22.375491
-1.0,1,22.376398
1.0,1,22.377041
1.0,1,22.377832
1.0,1,22.3786
1.0,1,22.379251
1.0,1,22.379883
-1.0,1,22.380556
1.0,1,22.381182
1.0,1,22.38184
-1.0,1,22.382502
-1.0,1,22.383128
1.0,1,22.383786
1.0,1,22.384495
1.0,1,22.385123
1.0,1,22.385777
1.0,1,22.386434
1.0,1,22.387083
1.0,1,22.38787
1.0,1,22.388706
1.0,1,22.389364
1.0,1,22.389991
1.0,1,22.390645
1.0,1,22.391294
1.0,1,22.391943
-1.0,1,22.392601
1.0,1,22.393245
1.0,1,22.393874
1.0,1,22.394525
1.0,1,22.395148
1.0,1,22.395801
1.0,1,22.396452
1.0,1,22.397076
-1.0,1,22.397844
1.0,1,22.398596
1.0,1,22.399242
1.0,1,22.399873
1.0,1,22.400526
1.0,1,22.40115
1.0,1,22.401845
1.0,1,22.402503
1.0,1,22.403126
1.0,1,22.40379
1.0,1,22.404445
1.0,1,22.405071
1.0,1,22.405727
1.0,1,22.40638
1.0,1,22.407072
1.0,1,22.407867
1.0,1,22.408644
1.0,1,22.409297
1.0,1,22.40992
1.0,1,22.410576
1.0,1,22.411201
1.0,1,22.411857
-1.0,1,22.412513
1.0,1,22.413139
1.0,1,22.41386
1.0,1,22.414579
1.0,1,22.415252
1.0,1,22.415884
1.0,1,22.416537
1.0,1,22.417189
1.0,1,22.417929
1.0,1,22.418699
1.0,1,22.419351
1.0,1,22.419973
1.0,1,22.420627
1.0,1,22.421369
1.0,1,22.422022
1.0,1,22.422678
1.0,1,22.423332
1.0,1,22.423956
1.0,1,22.424622
1.0,1,22.425275
1.0,1,22.4259
1.0,1,22.42661
1.0,1,22.4274
1.0,1,22.428057
1.0,1,22.42881
1.0,1,22.429466
1.0,1,22.430091
1.0,1,22.430743
1.0,1,22.434397
1.0,1,22.435044
1.0,1,22.435709
1.0,1,22.436375
1.0,1,22.437002
1.0,1,22.437761
1.0,1,22.438539
1.0,1,22.439173
1.0,1,22.439833
1.0,1,22.440492
1.0,1,22.441124
1.0,1,22.441789
1.0,1,22.44246
1.0,1,22.443097
1.0,1,22.443752
1.0,1,22.444425
1.0,1,22.445056
1.0,1,22.445716
1.0,1,22.446374
1.0,1,22.447002
1.0,1,22.44778
1.0,1,22.448565
-1.0,1,22.449193
1.0,1,22.449849
1.0,1,22.450508
1.0,1,22.45117
1.0,1,22.45183
1.0,1,22.452491
1.0,1,22.453118
1.0,1,22.453773
1.0,1,22.454432
1.0,1,22.45507
1.0,1,22.455728
1.0,1,22.456388
1.0,1,22.457021
1.0,1,22.45778
1.0,1,22.458536
-1.0,1,22.459164
1.0,1,22.459866
1.0,1,22.460534
1.0,1,22.461163
1.0,1,22.461868
1.0,1,22.462546
1.0,1,22.463174
1.0,1,22.463835
1.0,1,22.464539
-1.0,1,22.465181
1.0,1,22.46584
1.0,1,22.466541
1.0,1,22.467302
1.0,1,22.467999
1.0,1,22.468771
1.0,1,22.469435
1.0,1,22.470158
1.0,1,22.470924
1.0,1,22.471586
1.0,1,22.472228
1.0,1,22.47288
1.0,1,22.473536
1.0,1,22.474163
1.0,1,22.474821
1.0,1,22.475483
1.0,1,22.476111
1.0,1,22.476764
1.0,1,22.477521
1.0,1,22.478159
1.0,1,22.478924
1.0,1,22.479585
1.0,1,22.480224
1.0,1,22.480872
1.0,1,22.481529
1.0,1,22.482158
1.0,1,22.48282
1.0,1,22.483496
1.0,1,22.484124
1.0,1,22.484778
1.0,1,22.485436
1.0,1,22.486067
1.0,1,22.486722
1.0,1,22.487471
1.0,1,22.488134
-1.0,1,22.488893
1.0,1,22.489552
1.0,1,22.49018
1.0,1,22.490834
1.0,1,22.491492
1.0,1,22.492121
1.0,1,22.492776
1.0,1,22.493436
1.0,1,22.494061
1.0,1,22.494716
1.0,1,22.495382
1.0,1,22.496013
1.0,1,22.496898
1.0,1,22.497717
1.0,1,22.498474
1.0,1,22.499142
1.0,1,22.499814
-1.0,1,22.500488
1.0,1,22.501127
1.0,1,22.501799
1.0,1,22.502473
1.0,1,22.503117
1.0,1,22.503836
-1.0,1,22.504523
1.0,1,22.505161
1.0,1,22.505827
1.0,1,22.506524
1.0,1,22.507188
1.0,1,22.507992
1.0,1,22.508815
1.0,1,22.509486
1.0,1,22.510124
1.0,1,22.510789
1.0,1,22.511458
1.0,1,22.512097
1.0,1,22.512762
1.0,1,22.513462
1.0,1,22.514146
1.0,1,22.514814
1.0,1,22.515506
1.0,1,22.516145
1.0,1,22.516811
1.0,1,22.517581
1.0,1,22.518288
1.0,1,22.518994
1.0,1,22.519659
-1.0,1,22.520326
1.0,1,22.520963
1.0,1,22.521633
1.0,1,22.522305
1.0,1,22.522943
1.0,1,22.523639
-1.0,1,22.524305
1.0,1,22.52494
1.0,1,22.52575
1.0,1,22.526432
1.0,1,22.527065
1.0,1,22.527838
1.0,1,22.528613
1.0,1,22.52927
1.0,1,22.5299
1.0,1,22.530555
1.0,1,22.531183
1.0,1,22.531839
1.0,1,22.5325
1.0,1,22.533129
1.0,1,22.533785
1.0,1,22.534445
1.0,1,22.535071
1.0,1,22.535749
1.0,1,22.536406
1.0,1,22.537027
1.0,1,22.537806
1.0,1,22.538583
1.0,1,22.539217
1.0,1,22.539861
1.0,1,22.540511
1.0,1,22.541134
1.0,1,22.541789
1.0,1,22.542447
1.0,1,22.543069
-1.0,1,22.543716
-1.0,1,22.544367
1.0,1,22.544989
1.0,1,22.545642
1.0,1,22.54629
1.0,1,22.546916
-1.0,1,22.547679
1.0,1,22.548398
1.0,1,22.549054
1.0,1,22.549728
1.0,1,22.550382
1.0,1,22.551004
1.0,1,22.551653
1.0,1,22.552328
1.0,1,22.55295
-1.0,1,22.553604
1.0,1,22.55425
-1.0,1,22.554877
1.0,1,22.555527
1.0,1,22.55615
1.0,1,22.556802
1.0,1,22.557563
1.0,1,22.558223
1.0,1,22.558935
1.0,1,22.559587
1.0,1,22.560221
1.0,1,22.560861
-1.0,1,22.561524
1.0,1,22.562149
1.0,1,22.562859
-1.0,1,22.563599
1.0,1,22.564302
1.0,1,22.564991
1.0,1,22.565866
1.0,1,22.56675
1.0,1,22.567561
1.0,1,22.568319
1.0,1,22.569013
1.0,1,22.569665
1.0,1,22.570376
1.0,1,22.57107
1.0,1,22.571826
1.0,1,22.572547
1.0,1,22.573171
1.0,1,22.573828
1.0,1,22.574482
1.0,1,22.575145
1.0,1,22.575796
1.0,1,22.576494
1.0,1,22.577198
1.0,1,22.577921
1.0,1,22.578689
1.0,1,22.579366
1.0,1,22.580049
1.0,1,22.580698
1.0,1,22.581347
-1.0,1,22.581968
1.0,1,22.582621
1.0,1,22.583268
1.0,1,22.583893
1.0,1,22.584546
1.0,1,22.585171
1.0,1,22.585821
1.0,1,22.586474
1.0,1,22.587095
1.0,1,22.587872
1.0,1,22.588626
1.0,1,22.589279
1.0,1,22.589902
1.0,1,22.590551
1.0,1,22.591174
1.0,1,22.591825
1.0,1,22.592504
1.0,1,22.593126
1.0,1,22.593774
1.0,1,22.594431
1.0,1,22.595052
1.0,1,22.595703
1.0,1,22.596412
1.0,1,22.597103
1.0,1,22.597853
1.0,1,22.598624
1.0,1,22.599274
1.0,1,22.599898
1.0,1,22.60055
-1.0,1,22.601172
1.0,1,22.601821
1.0,1,22.602476
1.0,1,22.603096
1.0,1,22.603742
1.0,1,22.604396
1.0,1,22.605015
1.0,1,22.605662
1.0,1,22.606309
1.0,1,22.60693
1.0,1,22.607725
1.0,1,22.608453
1.0,1,22.609112
1.0,1,22.609764
1.0,1,22.610421
1.0,1,22.611043
1.0,1,22.611693
1.0,1,22.612354
1.0,1,22.612973
1.0,1,22.613625
1.0,1,22.61427
1.0,1,22.614893
1.0,1,22.615541
1.0,1,22.616182
1.0,1,22.616832
1.0,1,22.617591
1.0,1,22.618288
1.0,1,22.618981
1.0,1,22.619629
1.0,1,22.62028
1.0,1,22.620982
1.0,1,22.621675
1.0,1,22.62233
1.0,1,22.622951
-1.0,1,22.623604
1.0,1,22.624245
1.0,1,22.624874
1.0,1,22.625525
1.0,1,22.626146
1.0,1,22.626797
-1.0,1,22.627557
1.0,1,22.628215
1.0,1,22.628933
1.0,1,22.629588
1.0,1,22.630218
1.0,1,22.63086
1.0,1,22.631516
-1.0,1,22.632136
-1.0,1,22.632789
1.0,1,22.63344
1.0,1,22.634059
1.0,1,22.634707
1.0,1,22.635354
1.0,1,22.635974
1.0,1,22.636624
1.0,1,22.637318
1.0,1,22.638002
1.0,1,22.638745
1.0,1,22.639398
1.0,1,22.640019
1.0,1,22.640671
1.0,1,22.641327
1.0,1,22.641946
1.0,1,22.642601
1.0,1,22.643241
1.0,1,22.643869
1.0,1,22.644519
1.0,1,22.645146
1.0,1,22.645802
1.0,1,22.646466
1.0,1,22.647093
1.0,1,22.647854
1.0,1,22.64862
1.0,1,22.649266
-1.0,1,22.649887
1.0,1,22.65054
1.0,1,22.651162
1.0,1,22.65182
1.0,1,22.652476
1.0,1,22.653099
1.0,1,22.653753
1.0,1,22.654414
1.0,1,22.655164
1.0,1,22.655865
1.0,1,22.656519
1.0,1,22.657149
1.0,1,22.657923
1.0,1,22.658805
1.0,1,22.659535
1.0,1,22.660218
1.0,1,22.660921
1.0,1,22.661678
1.0,1,22.662382
1.0,1,22.66308
1.0,1,22.663771
1.0,1,22.664429
1.0,1,22.665051
1.0,1,22.665764
1.0,1,22.666489
1.0,1,22.667277
1.0,1,22.668001
1.0,1,22.668799
1.0,1,22.669492
1.0,1,22.670134
1.0,1,22.670786
-1.0,1,22.67144
1.0,1,22.672062
1.0,1,22.672719
1.0,1,22.673375
1.0,1,22.673998
1.0,1,22.674652
1.0,1,22.675355
1.0,1,22.675979
1.0,1,22.676637
1.0,1,22.677345
1.0,1,22.678029
1.0,1,22.678806
1.0,1,22.679458
1.0,1,22.680102
1.0,1,22.680755
1.0,1,22.681413
1.0,1,22.682032
1.0,1,22.68269
1.0,1,22.683344
1.0,1,22.683965
1.0,1,22.684619
1.0,1,22.685265
1.0,1,22.685889
1.0,1,22.686608
1.0,1,22.687351
1.0,1,22.688023
1.0,1,22.688815
1.0,1,22.689474
1.0,1,22.690098
1.0,1,22.690757
1.0,1,22.691417
1.0,1,22.692041
1.0,1,22.692698
1.0,1,22.693439
1.0,1,22.694191
1.0,1,22.694914
1.0,1,22.69562
1.0,1,22.696318
1.0,1,22.696985
1.0,1,22.697782
1.0,1,22.698586
1.0,1,22.699313
1.0,1,22.699964
1.0,1,22.700674
1.0,1,22.70135
1.0,1,22.701996
1.0,1,22.702698
1.0,1,22.703415
1.0,1,22.704106
1.0,1,22.704816
1.0,1,22.705527
1.0,1,22.706162
1.0,1,22.706872
1.0,1,22.707678
1.0,1,22.708397
1.0,1,22.709071
1.0,1,22.709774
1.0,1,22.710429
1.0,1,22.71105
1.0,1,22.711709
1.0,1,22.712424
-1.0,1,22.713124
1.0,1,22.713781
1.0,1,22.71444
1.0,1,22.715061
1.0,1,22.715718
1.0,1,22.716369
1.0,1,22.716991
1.0,1,22.717754
1.0,1,22.718504
1.0,1,22.719137
1.0,1,22.719809
1.0,1,22.720467
1.0,1,22.721089
1.0,1,22.72174
1.0,1,22.722394
1.0,1,22.723015
1.0,1,22.723665
1.0,1,22.724317
1.0,1,22.724938
1.0,1,22.725588
1.0,1,22.72622
1.0,1,22.726863
1.0,1,22.727659
1.0,1,22.728365
1.0,1,22.729043
1.0,1,22.729691
1.0,1,22.730343
1.0,1,22.730965
1.0,1,22.731615
1.0,1,22.732262
-1.0,1,22.732883
-1.0,1,22.733532
1.0,1,22.734177
1.0,1,22.734828
1.0,1,22.735485
1.0,1,22.736109
1.0,1,22.736757
1.0,1,22.737504
1.0,1,22.738152
1.0,1,22.738898
1.0,1,22.739587
1.0,1,22.740217
1.0,1,22.740858
1.0,1,22.741515
1.0,1,22.742136
1.0,1,22.742792
1.0,1,22.743449
1.0,1,22.744073
1.0,1,22.744743
1.0,1,22.745397
1.0,1,22.746018
1.0,1,22.746669
1.0,1,22.747384
1.0,1,22.748044
1.0,1,22.748798
1.0,1,22.749452
1.0,1,22.750074
1.0,1,22.750725
1.0,1,22.751378
1.0,1,22.752
1.0,1,22.75265
1.0,1,22.753298
1.0,1,22.75392
1.0,1,22.754575
1.0,1,22.755199
1.0,1,22.755852
1.0,1,22.756505
1.0,1,22.757128
1.0,1,22.75788
1.0,1,22.75865
1.0,1,22.759301
1.0,1,22.759924
1.0,1,22.760575
1.0,1,22.761198
1.0,1,22.761849
1.0,1,22.762504
1.0,1,22.763127
-1.0,1,22.763783
1.0,1,22.764443
1.0,1,22.765068
1.0,1,22.765723
1.0,1,22.76638
1.0,1,22.767004
1.0,1,22.767776
1.0,1,22.768544
1.0,1,22.769187
1.0,1,22.769892
1.0,1,22.770644
1.0,1,22.771392
1.0,1,22.772018
1.0,1,22.772678
1.0,1,22.773386
1.0,1,22.774011
1.0,1,22.774667
-1.0,1,22.775363
1.0,1,22.776031
1.0,1,22.77669
1.0,1,22.777514
1.0,1,22.778251
-1.0,1,22.778945
1.0,1,22.779605
1.0,1,22.780275
1.0,1,22.780924
1.0,1,22.781647
1.0,1,22.782304
1.0,1,22.782929
1.0,1,22.783657
1.0,1,22.784374
1.0,1,22.785
1.0,1,22.785653
1.0,1,22.786305
1.0,1,22.786925
1.0,1,22.787705
1.0,1,22.788425
1.0,1,22.789081
1.0,1,22.789735
1.0,1,22.790387
1.0,1,22.79101
1.0,1,22.791663
1.0,1,22.792318
1.0,1,22.792941
1.0,1,22.793595
1.0,1,22.794242
1.0,1,22.794873
1.0,1,22.795527
1.0,1,22.798928
1.0,1,22.79961
1.0,1,22.800268
-1.0,1,22.800899
1.0,1,22.801661
1.0,1,22.802324
1.0,1,22.802953
1.0,1,22.803615
1.0,1,22.804272
1.0,1,22.804906
1.0,1,22.805564
1.0,1,22.806199
1.0,1,22.806923
1.0,1,22.807753
1.0,1,22.808509
1.0,1,22.809171
1.0,1,22.809837
1.0,1,22.810498
1.0,1,22.811126
1.0,1,22.811783
1.0,1,22.812445
1.0,1,22.813074
1.0,1,22.81373
1.0,1,22.814391
1.0,1,22.815018
1.0,1,22.815671
1.0,1,22.816326
-1.0,1,22.816953
1.0,1,22.817767
1.0,1,22.818586
1.0,1,22.819226
1.0,1,22.819869
1.0,1,22.820523
1.0,1,22.821151
1.0,1,22.821831
1.0,1,22.822492
1.0,1,22.823119
1.0,1,22.823772
1.0,1,22.824433
1.0,1,22.825058
1.0,1,22.825716
1.0,1,22.826372
1.0,1,22.826998
1.0,1,22.827766
1.0,1,22.828606
1.0,1,22.829291
1.0,1,22.829921
1.0,1,22.830575
1.0,1,22.831198
1.0,1,22.831857
-1.0,1,22.832529
1.0,1,22.833155
1.0,1,22.83381
-1.0,1,22.8345
1.0,1,22.835129
1.0,1,22.835789
1.0,1,22.836447
1.0,1,22.837083
1.0,1,22.837846
1.0,1,22.838604
1.0,1,22.839251
1.0,1,22.839879
1.0,1,22.840534
1.0,1,22.84116
1.0,1,22.841811
1.0,1,22.842468
1.0,1,22.843094
1.0,1,22.843753
1.0,1,22.844479
1.0,1,22.845134
1.0,1,22.845786
1.0,1,22.846446
-1.0,1,22.847075
1.0,1,22.847837
1.0,1,22.848598
1.0,1,22.849244
1.0,1,22.849874
1.0,1,22.85053
1.0,1,22.851156
1.0,1,22.851876
1.0,1,22.852628
1.0,1,22.853343
1.0,1,22.854028
1.0,1,22.854681
1.0,1,22.855335
1.0,1,22.85596
1.0,1,22.856613
1.0,1,22.857317
1.0,1,22.858001
1.0,1,22.858771
-1.0,1,22.859438
1.0,1,22.860062
1.0,1,22.860718
1.0,1,22.861376
-1.0,1,22.862001
1.0,1,22.862654
1.0,1,22.863308
1.0,1,22.863933
1.0,1,22.864589
1.0,1,22.865227
1.0,1,22.865875
1.0,1,22.866683
1.0,1,22.867425
-1.0,1,22.868109
1.0,1,22.868936
1.0,1,22.869682
1.0,1,22.870404
1.0,1,22.871031
1.0,1,22.871742
1.0,1,22.872432
1.0,1,22.873098
1.0,1,22.873756
-1.0,1,22.874445
1.0,1,22.875086
1.0,1,22.875803
-1.0,1,22.876459
1.0,1,22.877088
1.0,1,22.877967
1.0,1,22.878843
1.0,1,22.879552
1.0,1,22.880178
1.0,1,22.880839
1.0,1,22.881561
1.0,1,22.882264
1.0,1,22.882891
1.0,1,22.883548
1.0,1,22.884198
1.0,1,22.884854
1.0,1,22.885519
1.0,1,22.886146
1.0,1,22.886797
1.0,1,22.887564
1.0,1,22.888224
-1.0,1,22.888942
1.0,1,22.889598
1.0,1,22.890247
-1.0,1,22.890881
1.0,1,22.891534
-1.0,1,22.892163
1.0,1,22.892818
1.0,1,22.893472
1.0,1,22.8941
1.0,1,22.89475
1.0,1,22.895406
1.0,1,22.896057
1.0,1,22.89671
1.0,1,22.897425
1.0,1,22.898085
1.0,1,22.898891
1.0,1,22.899568
1.0,1,22.900193
1.0,1,22.900844
1.0,1,22.901499
1.0,1,22.902124
1.0,1,22.902777
1.0,1,22.903438
1.0,1,22.904063
1.0,1,22.904759
-1.0,1,22.905417
-1.0,1,22.906043
1.0,1,22.906694
1.0,1,22.907414
1.0,1,22.908073
1.0,1,22.908824
1.0,1,22.909521
1.0,1,22.910184
-1.0,1,22.910836
1.0,1,22.91149
1.0,1,22.912115
1.0,1,22.912765
1.0,1,22.91342
1.0,1,22.914043
-1.0,1,22.914694
1.0,1,22.91536
1.0,1,22.915982
1.0,1,22.916631
1.0,1,22.917325
1.0,1,22.918002
1.0,1,22.918755
1.0,1,22.919411
1.0,1,22.920036
1.0,1,22.920681
1.0,1,22.921331
1.0,1,22.921954
1.0,1,22.922609
1.0,1,22.923255
1.0,1,22.923879
1.0,1,22.924527
1.0,1,22.925149
1.0,1,22.9258
1.0,1,22.926451
1.0,1,22.927073
1.0,1,22.927859
-1.0,1,22.928608
1.0,1,22.929258
1.0,1,22.929883
1.0,1,22.930558
1.0,1,22.931184
1.0,1,22.931833
1.0,1,22.932496
1.0,1,22.933119
-1.0,1,22.933805
1.0,1,22.934492
1.0,1,22.935114
1.0,1,22.935819
1.0,1,22.93647
1.0,1,22.937093
1.0,1,22.937905
1.0,1,22.938766
1.0,1,22.939423
1.0,1,22.940046
1.0,1,22.940696
1.0,1,22.941355
1.0,1,22.941979
1.0,1,22.942633
1.0,1,22.94328
1.0,1,22.943904
1.0,1,22.944629
1.0,1,22.945331
1.0,1,22.94595
-1.0,1,22.9466
1.0,1,22.947286
1.0,1,22.947986
1.0,1,22.948734
1.0,1,22.949407
